转换注：
该NPK辞典条目格式根据COLG精灵-传说纯手动改编
用于恋恋のEx的NPK辞典中查询使用
若有补充，请联系原作者，并通过原作者联系我进行修订（也可以自己修订）
BY-乘着歌声的翅膀2018.6.19
--------------------------------------------------------
使用方法：
在恋恋のEx的输出目录（默认为软件同目录下的output文件夹下），
找到npkdict.txt，将此文件替换即可。
恋恋のEx的NPK辞典可在主界面中特殊工具菜单中找到。
--------------------------------------------------------
原作者注：
有什么代码可以提供，我QQ是1289309989，论坛名称：精灵-传说
也欢迎加入补丁群进行讨论，群号334906062，
代码表持续更新中
更新于2018.6.19
--------------------------------------------------------
sprite_character_demonicswordsman.NPK,(黑暗武士)空的
sprite_character_thief_ui.NPK,连击点和尼古拉斯的行动模式选择
sprite_character_thief_effect_blackareaex.NPK,死灵之缚特效
sprite_character_thief_effect_blackwaveex.NPK,释魂暗劲波
sprite_character_thief_effect_blameofdeadex.NPK,死灵之缚
sprite_character_thief_effect_chainsawex.NPK,陨落螺旋刺
sprite_character_thief_effect_verticalspiralex.NPK,旋刃冲击
sprite_character_thief_effect_victory.NPK,转
sprite_character_thief_effect_firemark.npk,毕方之印
sprite_character_thief_effect_leavetraces.npk,忍者的残影爆炸
sprite_character_thief_effect_ilusionshuriken.NPK,幻影手里剑
sprite_character_thief_effect_gasolinefire.NPK,火遁：蟾蜍油炎弹
sprite_character_thief_effect_flameball.NPK,火遁：豪火球之术
sprite_character_thief_effect_firehide.NPK,火遁：红莲
sprite_character_thief_effect_doomfiled.NPK,火遁：冥炎业火阵
sprite_character_thief_effect_ninjutsu.NPK,结印的火,
sprite_character_thief_effect_flametornado.NPK,火遁：飓风煞
sprite_character_thief_effect_throwknife.NPK,投掷苦无,
sprite_character_thief_effect_deitiesrebirth.NPK,忍法：六道轮回
sprite_character_thief_effect_kurokagenojutsu.npk,苦无暗炎标记
sprite_character_thief_effect_bigkunai.NPK,火遁：螺旋手里剑
sprite_character_thief_effect_chakraweapon.NPK,普通攻击特效
sprite_character_thief_effect_migawari.NPK,忍法：替身术
sprite_character_thief_effect_skyroads.NPK,火遁：炎天道
sprite_monster_power_station_kohlepowerstation_fitz.NPK,天照爆炸
sprite_character_thief_effect_flameflower.NPK,火遁：炎璇天舞
sprite_character_swordman_effect_atfistofhellfire.npk,炎璇天舞斩击
sprite_character_thief_effect_cuttingneck.NPK,割喉
sprite_character_thief_effect_shadowsteal.NPK,追影步
sprite_character_thief_effect_holdup.NPK,夺魂
sprite_character_knight_effect_lionkick.NPK,夺魂·调用文件（同奶子骑士猛狮踢）
sprite_character_thief_effect_shadowdancing_1.cast.NPK,暗杀领域·特效
sprite_character_thief_effect_shadowdancing_2.start.NPK,暗杀领域·特效2
sprite_character_thief_effect_shadowdancing_3.loop.NPK,暗杀领域
sprite_character_thief_effect_shadowbunsinsul.NPK,影遁特效
sprite_character_mage_effect.NPK,影遁·脚下的阵（调用魔法师npk）
sprite_character_thief_effect_cardioclasis.NPK,穿心
sprite_character_thief_effect_assassinsattitude.NPK,暗杀信条
sprite_character_thief_effect_gotohell.NPK,追命
sprite_character_thief_effect_bladegust.NPK,刃舞
sprite_character_priest_effect_unholyfury.NPK,影戮·调用文件（同永堕：混沌弑神）
sprite_character_thief_effect_finaldestruction.NPK,影戮
sprite_character_thief_effect_sonicassault.NPK,影戮·特效
sprite_character_swordman_effect_atgigablade.NPK,瞬杀·调用文件（绝命飞刃）
sprite_character_thief_effect_assassination.NPK,瞬杀an立绘
sprite_character_thief_effect_zetsuei.NPK,影斩：乱舞
sprite_character_thief_effect_shadowpierce.NPK,绝命飞刃
sprite_character_thief_effect_danceofgrimreaper.NPK,死亡连舞
sprite_character_thief_effect_extractheart.NPK,剜心
sprite_character_thief_effect_chainreaction.NPK,幽冥链狱：索命
sprite_character_thief_effect_shadowsting_hit.NPK,八荒影杀
sprite_character_thief_effect_assassinateskill.NPK,八荒影杀·特效
sprite_common_activestatus.NPK,异常状态效果
sprite_common_changedeffect.NPK,桃花符文
sprite_common_commoneffect.NPK,常见特效,机械伪装
sprite_common_commoneffect_avenger_aimpoint.NPK,复仇者使用天灾降临时的准心魔法阵
sprite_common_commoneffect_cure.NPK,净化特效
sprite_common_commoneffect_forcefield.NPK,常见特效
sprite_common_commoneffect_new_superarmor.NPK,受远程攻击后霸体化效果
sprite_common_commoneffect_partymannerreport.NPK,某烟花效果
sprite_common_commoneffect_status_effect.NPK,一些Buff和de,buff的效果
sprite_common_commoneffect_vipeffect.NPK,VIP特效？
sprite_common_digit.NPK,等级数字
sprite_common_digit_level02.NPK,第四季等级数字
sprite_common_digit_sp.NPK,sp数字
sprite_common_digit_tp.NPK,tp数字
sprite_common_etc.NPK,常见贴图,如BOSS坐标、伤害数字,幽灵列车读条,PKC倒计时,数字,活动触发,等
sprite_common_etc_villageattackaura.NPK,4种烟雾
sprite_common_hiteffect.NPK,物理攻击命中效果
sprite_common_hiteffect_age,12.NPK,少儿版物理攻击命中效果
sprite_common_hiteffect_age_12.NPK,同上
sprite_common_hiteffect_china.NPK,法师水浒时装的云
sprite_common_hiteffect_elementalhiteffect.NPK,元素属性攻击特效
sprite_common_hiteffect_optionaldamagerate.NPK,击中效果
sprite.NPK,登陆界面
sprite_character.NPK,默认角色头像和角色轮廓
sprite_character_common.NPK,通用技能图标
sprite_character_common_8thrare_effect.NPK,时装特效
sprite_character_common_aura.NPK,时装光环
sprite_character_common_bustermode.NPK,破坏者技能特效
sprite_character_common_chn_july_valentine.NPK,七夕之爱武器装扮特效
sprite_character_common_customui.NPK,左下角显示各种BUFF的剩余时间和使用次数
sprite_character_common_dolleffect.NPK,火旋风and蓝结界
sprite_character_common_fallingeffect.NPK,卡勒特指挥部飞行器
sprite_character_common_footprint.NPK,穿着天空7时的移动效果
sprite_character_common_hardcoreaura.NPK,地狱角色光环
sprite_character_common_hardcorecoffin.NPK,同上
sprite_character_common_personalcast.NPK,玩家号数和施放BUFF时的目标选择
sprite_character_common_privatestore_donkey.NPK,商店和驴
sprite_character_common_teleport_after.NPK,传送后特效
sprite_character_common_teleport_before.NPK,传送前特效
sprite_character_common_teleport_wait.NPK,传送时特效
sprite_character_common_weaponavatar_1.NPK,名称装饰卡
sprite_character_common_weaponavatar_2.NPK,时装特效
sprite_character_common_weaponavatar_3.NPK,8bit特效
sprite_character_common_weaponavatar_pr13.NPK,某魔法特效
sprite_character_common_weaponavatar_rose13.NPK,某切野特效
sprite_character_common_weaponavatar_xmas13.NPK,某翻转特效
sprite_character_challenge2nd_darkknight,决斗场光环
sprite_character_challenge2nd_demoniclancer_duelist,决斗场光环
sprite_character_challenge2nd_demoniclancer_vanguard,决斗场光环
sprite_character_challenge2nd_fighter_atnenmaster,决斗场光环
sprite_character_challenge2nd_fighter_atgrappler,决斗场光环
sprite_character_challenge2nd_fighter_atstriker,决斗场光环
sprite_character_challenge2nd_fighter_grappler,决斗场光环
sprite_character_challenge2nd_fighter_nenmaster,决斗场光环
sprite_character_challenge2nd_fighter_streetfighter,决斗场光环
sprite_character_challenge2nd_fighter_striker,决斗场光环
sprite_character_challenge2nd_fighter_atgrappler,决斗场光环
sprite_character_challenge2nd_gunner_atlauncher,决斗场光环
sprite_character_challenge2nd_gunner_atmechanic,决斗场光环
sprite_character_challenge2nd_gunner_atranger,决斗场光环
sprite_character_challenge2nd_gunner_atspitfire,决斗场光环
sprite_character_challenge2nd_gunner_launcher,决斗场光环
sprite_character_challenge2nd_gunner_mechanic,决斗场光环
sprite_character_challenge2nd_gunner_ranger,决斗场光环
sprite_character_challenge2nd_gunner_spitfire,决斗场光环
sprite_character_challenge2nd_knight_chaos,决斗场光环
sprite_character_challenge2nd_mage_battlemage,决斗场光环
sprite_character_challenge2nd_mage_dimensionwalker,决斗场光环
sprite_character_challenge2nd_mage_elementalbomber,决斗场光环
sprite_character_challenge2nd_mage_elementalmaster,决斗场光环
sprite_character_challenge2nd_mage_glacialmaster,决斗场光环
sprite_character_challenge2nd_mage_summoner,决斗场光环
sprite_character_challenge2nd_mage_swiftmaster,决斗场光环
sprite_character_challenge2nd_mage_witch,决斗场光环
sprite_character_challenge2nd_priest_avenger,决斗场光环
sprite_character_challenge2nd_priest_crusader,决斗场光环
sprite_character_challenge2nd_priest_exorcist,决斗场光环
sprite_character_challenge2nd_priest_infighter,决斗场光环
sprite_character_challenge2nd_swordman_berserker,决斗场光环
sprite_character_challenge2nd_swordman_darkknight,决斗场光环
sprite_character_challenge2nd_swordman_darktemplar,决斗场光环
sprite_character_challenge2nd_swordman_demonslayer,决斗场光环
sprite_character_challenge2nd_swordman_soulbringer,决斗场光环
sprite_character_challenge2nd_swordman_swordmaster,决斗场光环
sprite_character_challenge2nd_swordman_vagabond,决斗场光环
sprite_character_challenge2nd_swordman_weaponmaster,决斗场光环
sprite_character_challenge2nd_thief_necromencer,决斗场光环
sprite_character_challenge2nd_thief_rogue,决斗场光环
sprite_character_challenge2nd_thief_shadowdancer,决斗场光环
sprite_creature_2013snake_blue.NPK,20136月30整点活动送的宠物蛇-蓝色
sprite_creature_2013snake_darkblue.NPK,20136月30整点活动送的宠物蛇-深蓝色
sprite_creature_2013snake_green.NPK,20136月30整点活动送的宠物蛇-绿色
sprite_creature_2013snake_orange.NPK,20136月30整点活动送的宠物蛇-橙色
sprite_creature_2013snake_purple.NPK,20136月30整点活动送的宠物蛇-紫色
sprite_creature_2013snake_rainbow.NPK,20136月30整点活动送的宠物蛇-白色
sprite_creature_2013snake_red.NPK,20136月30整点活动送的红色宠物蛇和红色宠物龙
sprite_creature_2013snake_yellow.NPK,20136月30整点活动送的黄色宠物蛇
sprite_creature_amy.NPK,亚米
sprite_creature_aquajello.NPK,冰翼之魂
sprite_creature_artbook_creature_effect.NPK
sprite_creature_bakal.NPK,迷你巴卡尔
sprite_creature_balam.NPK,巴拉姆
sprite_creature_belz.NPK,贝雷斯
sprite_creature_belzebe.NPK,贝雷斯普
sprite_creature_belzebuite.NPK,贝雷斯普特
sprite_creature_berith.NPK,比利士
sprite_creature_bobo.NPK,波比
sprite_creature_botis.NPK,波提斯
sprite_creature_brass.NPK,看书后会变样的宠物
sprite_creature_bonnybunny.NPK,金钱兔
sprite_creature_bronzepig.NPK,铜色猪
sprite_creature_brownie.NPK,宠物狗-彩色雕像-韩服
sprite_creature_camelcricket.NPK,蟋蟀
sprite_creature_charp.NPK,红色蛇虫
sprite_creature_chinadragon.NPK,冰息蓝龙和冰息红龙
sprite_creature_chn_defense_town_goblin.NPK,迷你哥布林
sprite_creature_chn_shelby_common.NPK,2013春节龙女特征
sprite_creature_chn_shelby_common_normal.NPK,2013春节龙女第1招技
sprite_creature_chn_shelby_common_over.NPK,2013春节龙女第2招技
sprite_creature_chn_shelby_shelbyblue.NPK,2013春节蓝色龙女
sprite_creature_chn_shelby_shelbyblue_normal.NPK,2013春节蓝色龙女第1招技
sprite_creature_chn_shelby_shelbyblue_over.NPK,2013春节蓝色龙女第2招技
sprite_creature_chn_shelby_shelbyblack.NPK,2013春节黑色龙女
sprite_creature_chn_shelby_shelbyblack_normal.NPK,2013春节黑色龙女第1招技
sprite_creature_chn_shelby_shelbyblack_over.NPK,2013春节黑色龙女第2招技
sprite_creature_chn_shelby_shelbypink.NPK,2013春季粉色龙女
sprite_creature_chn_shelby_shelbypink_normal.NPK,2013春季粉色龙女第1招技能
sprite_creature_chn_shelby_shelbypink_over.NPK,2013春季粉色龙女第2招技能
sprite_creature_chn_shelby_shelbyred.NPK,2013春季红色龙女
sprite_creature_chn_shelby_shelbyred_normal.NPK,2013春季红色龙女第1招技能
sprite_creature_chn_shelby_shelbyred_over.NPK,2013春季红色龙女第2招技能
sprite_creature_chn_tree_creature.NPK,小树苗
sprite_creature_chn_tree_creature_tspirit_04_common.NPK,小树苗技能
sprite_creature_chn_tree_creature_tspirit_04_maple.NPK,红色枫叶
sprite_creature_chn_tree_creature_tspirit_04_normal.NPK,绿色枫叶
sprite_creature_chowchow.NPK,金毛球
sprite_creature_common.NPK,宠物的一些特效文件
sprite_creature_dragon.NPK,虚祖蓝漓龙和虚祖绿蛟龙
sprite_creature_earthgoblin.NPK,大地哥布林
sprite_creature_elbon.NPK,伊尔本
sprite_creature_fairytail_erza.NPK,妖精的尾巴活动宠物艾露莎
sprite_creature_fairytail_lucy.NPK,妖精的尾巴活动宠物露西
sprite_creature_fairytail_natsu.NPK,妖精的尾巴活动宠物纳兹
sprite_creature_faras.NPK,佛拉斯
sprite_creature_fate_berserker.NPK,fate活动宠物
sprite_creature_fate_berserker_appearance.NPK,fate活动兰斯洛特-出现
sprite_creature_fate_berserker_overskill.NPK,fate活动兰斯洛特-技能2
sprite_creature_fate_berserker_roar.NPK,fate活动兰斯洛特-化魔
sprite_creature_fate_berserker_skill.NPK,fate活动兰斯洛特-技能1
sprite_creature_fate_berserker_streetlamp.NPK,fate活动兰斯洛特-技能环境特效
sprite_creature_fate_lancer.NPK,fate活动迪卢木多
sprite_creature_fate_lancer_buff.NPK,fate活动迪卢木多特效
sprite_creature_fate_rider.NPK,fate活动伊斯坎达尔
sprite_creature_fate_rider_buff.NPK,fate活动伊斯坎达尔特效
sprite_creature_fate_saver.NPK,fate活动阿尔托莉亚
sprite_creature_fate_saver_buff.NPK,fate活动阿尔托莉亚特效
sprite_creature_girlsday.NPK,女生
sprite_creature_glasya.NPK,格剌希亚拉波斯
sprite_creature_goldpig.NPK,金色猪
sprite_creature_haagenti.NPK,哈艮地
sprite_creature_halphas.NPK,红色蛇虫进化,哈帕斯
sprite_creature_hellhound.NPK,宾果
sprite_creature_ignis.NPK,火翼之魂
sprite_creature_launchergirl.NPK,兔精灵卫队长月蝉和兔精灵战士灵芸
sprite_creature_littletiger.NPK,可爱虎和淘气虎
sprite_creature_marbas.NPK,玛巴斯
sprite_creature_nazarl.NPK,纳扎鲁
sprite_creature_ox.NPK,憨憨牛
sprite_Creature_panda.NPK,吉祥熊猫
sprite_creature_pentabas.NPK,佛尔卡斯
sprite_creature_petit_alex.NPK,小夜叉
sprite_creature_petit_ashcore.NPK,小火龙
sprite_creature_petit_assaulter.NPK,小牛怪
sprite_creature_petit_bebe.NPK,BB仔
sprite_creature_petit_itrenog.NPK,小水龙
sprite_creature_petit_lotus.NPK,小罗特斯
sprite_creature_petit_marpissa.NPK,小蜘蛛
sprite_creature_petit_nagor.NPK,小暗龙
sprite_creature_petit_nemaug.NPK,小金龙
sprite_creature_petit_skeleton.NPK,小骷髅
sprite_creature_petit_tiger.NPK,小寒冰虎
sprite_creature_phoenix.NPK,菲尼克斯
sprite_creature_pinocchia.NPK,长鼻妹
sprite_creature_pinocchio.NPK,长鼻男
sprite_creature_princess_petit.NPK,只会一踢的小公主
sprite_creature_psy.NPK,迷你思密达
sprite_creature_rat_female.NPK,淘气鼠
sprite_creature_rat_male.NPK,欢乐鼠
sprite_creature_raum.NPK,劳姆
sprite_creature_reva_crusader.NPK,纸片人圣骑-空的
sprite_creature_reva_necro.NPK,纸片人死灵-空的
sprite_creature_reva_nenma.NPK,纸片人气功师-空的
sprite_creature_reva_ranger.NPK,纸片人漫游-空的
sprite_creature_reva_soul.NPK,纸片人鬼泣-空的
sprite_creature_reva_witch.NPK,纸片人魔道-空的
sprite_creature_rudolph.NPK,叮叮和当当、两个鹿而已
sprite_creature_sdcharacter_atfighter.NPK,迷你男气功
sprite_creature_sdcharacter_atgunner.NPK,迷你女漫
sprite_creature_sdcharacter_atmage.NPK,迷你男法
sprite_creature_sdcharacter_atswordman.NPK,迷你女鬼剑士
sprite_creature_sdcharacter_creator.NPK,迷你缔造者
sprite_creature_sdcharacter_darknight.NPK,迷你黑暗武士
sprite_creature_sdcharacter_fighter.NPK,迷你女气功
sprite_creature_sdcharacter_fighterat.NPK,迷你男气功
sprite_creature_sdcharacter_ghostknight.NPK,迷你鬼泣
sprite_creature_sdcharacter_gunner.NPK,迷你男漫
sprite_creature_sdcharacter_gunnerat.NPK,迷你女漫
sprite_creature_sdcharacter_mage.NPK,迷你魔道
sprite_creature_sdcharacter_priest.NPK,迷你圣骑
sprite_creature_sdcharacter_swordman.NPK,迷你鬼泣
sprite_creature_sdcharacter_thief.NPK,迷你死灵
sprite_creature_sdcharacters_fighter.NPK,迷你气功师
sprite_creature_sdcharacters_fighterat.NPK,迷你男气功
sprite_creature_sdcharacters_ghostknight.NPK,迷你鬼泣
sprite_creature_sdcharacters_gunner.NPK,迷你漫游
sprite_creature_sdcharacters_gunnerat.NPK,迷你女漫
sprite_creature_sdcharacters_mage.NPK,迷你魔道
sprite_creature_sdcharacters_priest.NPK,迷你圣骑
sprite_creature_sdcharacters_thief.NPK,迷你死灵
sprite_creature_silverpig.NPK,银色猪
sprite_creature_sledgerudolph.NPK,乘雪橇的叮叮和当当
sprite_creature_spiritgoblin.NPK,精灵哥布林
sprite_creature_tcgfairy.NPK,小精灵TCGW和TCGE
sprite_creature_unicorn.NPK,星光独角兽
sprite_creature_valefor.NPK,华利弗
sprite_creature_woodendoll.NPK,木头人
sprite_creature_zagan.NPK,撒共
sprite_creature_5th_creature.NPK,黄色不死鸟
sprite_creature_2013kidssd.NPK,2013child
sprite_creature_bluebird.NPK,紫色不死鸟
sprite_creature_chn_bobo.NPK,波波
sprite_creature_chn_mechanic_mechanic_01.NPK,机械大师球1阶
sprite_creature_chn_mechanic_mechanic_02.NPK,机械大师球2阶
sprite_creature_chn_mechanic_mechanic_03.NPK,机械大师球3阶
sprite_creature_chn_mechanic_mechanic_05.NPK,机械大师球5阶
sprite_creature_chn_mechanic_mechanic_05_effect.NPK,迷你赫拉斯特效
sprite_creature_chn_qirin_blue.NPK,2013春节,蓝色圣麒麟
sprite_creature_chn_qirin_yellow.NPK,2013春节,光明圣麒麟
sprite_creature_enryu.NPK,黄色ryu龙
sprite_creature_humanoid_white_creature.NPK,白色迷你战争领主
sprite_creature_humanoid_white_creature_effect.NPK,白色迷你战争领主特效
sprite_creature_humanoid_yellow_creature.NPK,黄色迷你战争领主
